Cid,Locnum,Target
I7HDJFM,0,840
I7HDJFM,1,655
51L1OKN,0,652
I4STX9B,0,652
MY2HRWL,0,841
MY2HRWL,1,845
MY2HRWL,2,661
MY2HRWL,3,665
W1C428U,0,840
W1C428U,1,657
39SWJT9,0,653
A8ZJSHH,0,651
UUTWAFB,0,654
UUTWAFB,1,658
9IIS73B,0,840
9IIS73B,1,844
9IIS73B,2,660
GO3T0CM,0,841
F2BUHBA,0,841
F2BUHBA,1,658
0IEH34L,0,652
V51B66N,0,842
V51B66N,1,657
ZUY0JGZ,0,651
5RR4LV2,0,841
5RR4LV2,1,656
NON6LIE,0,839
NON6LIE,1,656
P37FTTV,0,652
P37FTTV,1,656
S0ZUHKK,0,652
N3BJLUY,0,652
6PKUBMV,0,842
VF3JRYZ,0,652
L5FYAP9,0,843
L5FYAP9,1,846
L5FYAP9,2,660
FV4LPEC,0,841
FV4LPEC,1,654
05O660B,0,650
8682BMO,0,841
G3J6W83,0,651
UFHNC2K,0,840
6RG20H2,0,840
6RG20H2,1,844
6RG20H2,2,849
6RG20H2,3,664
6RG20H2,4,669
6RG20H2,5,673
AXJM3WW,0,651
SAQC778,0,840
SAQC778,1,657
SAQC778,2,659
SAQC778,3,664
Q62C0BV,0,653
U2NYYTH,0,650
JG4NUXP,0,840
JG4NUXP,1,656
P8O07L8,0,651
KS2FGU9,0,652
5UA2GL8,0,841
5UA2GL8,1,657
5UA2GL8,2,661
5UA2GL8,3,665
AQAOWS8,0,840
3GJ08OM,0,764
US8OJY0,0,841
R70TZXH,0,649
DNZ49W4,0,842
DNZ49W4,1,657
KZJ0RCE,0,653
CY7QEEM,0,840
CY7QEEM,1,843
CY7QEEM,2,661
DCIZEVI,0,651
DCIZEVI,1,655
DCIZEVI,2,660
GFGI637,0,840
GFGI637,1,656
GFGI637,2,660
7RXD9S2,0,841
4WRXCA9,0,842
BD16IP0,0,652
GXLBENI,0,841
GXLBENI,1,657
GXLBENI,2,675
T494RF8,0,840
T494RF8,1,655
SKU0GAF,0,650
SKU0GAF,1,656
Q0MQH77,0,651
0I399HF,0,653
2FHRX4Q,0,842
2FHRX4Q,1,656
OJYKO9L,0,841
OJYKO9L,1,845
QRG3Y1I,0,841
QRG3Y1I,1,657
QRG3Y1I,2,663
0WG1HZK,0,841
0WG1HZK,1,655
SNC0YV1,0,840
2QVOY4F,0,841
2QVOY4F,1,658
CDWRNUP,0,841
CDWRNUP,1,846
JBUSKQX,0,840
JBUSKQX,1,655
JBUSKQX,2,658
JBUSKQX,3,663
9R9NYR1,0,653
B0APP54,0,840
B0APP54,1,655
B0APP54,2,663
UWCB7HA,0,651
P9RGQGT,0,650
7AGAJR2,0,651
69SMKYD,0,652
69SMKYD,1,657
AE63QTY,0,651
G5PNDZ2,0,650
RX8WVVM,0,841
M85VO5Z,0,841
M85VO5Z,1,657
GCIJOHK,0,842
GCIJOHK,1,656
GCIJOHK,2,662
GCIJOHK,3,665
6J0P2AM,0,652
C5K9I83,0,664
D9BSIX0,0,841
D9BSIX0,1,657
G9Q7CS3,0,654
MDZSLE7,0,652
N6IR0S2,0,842
N6IR0S2,1,656
NEAOGRF,0,841
NEAOGRF,1,657
K5T33SL,0,652
DUC4AMF,0,840
DUC4AMF,1,845
DUC4AMF,2,659
DUC4AMF,3,664
5H9QMLP,0,841
D9LFIR1,0,839
D9LFIR1,1,845
D9LFIR1,2,661
VDWWS5Z,0,659
M9A5DEN,0,839
M9A5DEN,1,845
M9A5DEN,2,849
M9A5DEN,3,667
M9A5DEN,4,669
78XSEL8,0,653
AMO9YUL,0,654
AMO9YUL,1,657
5HLJ24E,0,651
BUU055D,0,652
JBVN70S,0,653
ES07E9Y,0,652
S5QEAH9,0,652
K8G930J,0,650
QZ55U65,0,841
QZ55U65,1,656
F89S64E,0,842
F89S64E,1,844
F89S64E,2,661
F89S64E,3,664
F89S64E,4,669
F89S64E,5,672
CXU65Q2,0,652
EDF4JPR,0,651
I4NRNOR,0,839
I4NRNOR,1,845
I4NRNOR,2,849
I4NRNOR,3,664
I4NRNOR,4,669
4WO5AAJ,0,651
DBBW6QH,0,651
AR2Q7KW,0,666
AEG43PC,0,651
FMY7HS1,0,653
RMR2IN7,0,659
EVW3S7H,0,652
EDGT4SK,0,652
3VDGPLF,0,652
3VDGPLF,1,656
HNJKGNH,0,840
HNJKGNH,1,656
HNJKGNH,2,660
HNJKGNH,3,665
39BOHU8,0,839
39BOHU8,1,656
39BOHU8,2,660
SENBKB1,0,651
FXKUG9I,0,840
FXKUG9I,1,656
FXKUG9I,2,660
621NIUS,0,841
621NIUS,1,846
621NIUS,2,659
621NIUS,3,664
AUIRS9T,0,653
AUIRS9T,1,657
8GPMOBT,0,651
F2XEUDI,0,650
X4W6LU8,0,651
4N6C0BD,0,652
512ZCVX,0,841
512ZCVX,1,656
512ZCVX,2,659
H4FBAI3,0,651
TK7X9GD,0,651
JQHKFCR,0,840
JQHKFCR,1,845
JQHKFCR,2,659
FPWRAAN,0,840
FPWRAAN,1,843
FPWRAAN,2,850
FPWRAAN,3,665
RNAZE7W,0,652
HCZBV2N,0,840
HCZBV2N,1,844
HCZBV2N,2,660
03784YG,0,653
ZZD53LD,0,840
W6NX4GB,0,842
W6NX4GB,1,657
W6NX4GB,2,661
A8DH3RC,0,651
MO4NHO1,0,841
MO4NHO1,1,656
MO4NHO1,2,660
MO4NHO1,3,664
6NTFWBO,0,839
PCT36SF,0,650
XNB6YTF,0,652
2NWI7E9,0,840
2NWI7E9,1,655
CP725AK,0,842
1AIAZ7C,0,840
1AIAZ7C,1,656
1AIAZ7C,2,661
8J0KV00,0,651
EI55JRQ,0,652
VTHUFHL,0,841
VTHUFHL,1,846
VTHUFHL,2,661
VTHUFHL,3,664
VTHUFHL,4,669
2J2DWVH,0,841
2J2DWVH,1,843
2J2DWVH,2,849
2J2DWVH,3,665
2J2DWVH,4,670
2J2DWVH,5,672
DTX7BGF,0,652
E4R1PYV,0,654
3W32SXK,0,766
KGH5LH4,0,842
KGH5LH4,1,656
PI8AJS4,0,842
OQZ0Q7R,0,653
5XM9BXD,0,651
VKDP0SB,0,839
VKDP0SB,1,656
EN8SVY3,0,840
UH5JWWV,0,652
29JFSF9,0,842
29JFSF9,1,846
29JFSF9,2,661
29JFSF9,3,664
ULT7AME,0,666
VE2OTEZ,0,652
ZZ4Y3Z7,0,841
7JW6JBX,0,842
7JW6JBX,1,658
7JW6JBX,2,661
ZX9JC6S,0,838
4BW19T3,0,840
4BW19T3,1,657
0KNP0QG,0,665
4RTH8GH,0,764
X5QO8L0,0,652
62OTKMB,0,652
WXIB913,0,652
S7BNV8P,0,651
S7BNV8P,1,655
BDK1GYW,0,653
UPPPGYM,0,652
2J4OFJN,0,651
W6XQ14H,0,841
W6XQ14H,1,657
W6XQ14H,2,661
5Z1EP1U,0,840
LD0AL4W,0,842
LD0AL4W,1,656
VLRU3AN,0,651
KHOI9XJ,0,842
KHOI9XJ,1,846
KHOI9XJ,2,660
KHOI9XJ,3,666
81B2SLO,0,650
CHFO4XO,0,840
CHFO4XO,1,655
U7J8PSN,0,652
BI9NMQG,0,840
11NGEOT,0,653
MO8WDXH,0,842
MO8WDXH,1,657
MO8WDXH,2,662
3C2RJPO,0,653
XU2KGW4,0,652
FH3CT97,0,649
L64J2TS,0,653
L64J2TS,1,657
S0ZAYLV,0,841
S0ZAYLV,1,657
H5HZHQ0,0,839
6LAPOHL,0,840
6LAPOHL,1,657
6LAPOHL,2,662
5T6656Z,0,652
CB2SD9P,0,653
APUXIBY,0,766
APUXIBY,1,670
325Y1UL,0,842
325Y1UL,1,655
325Y1UL,2,662
ORXESI6,0,652
LNE843E,0,841
LNE843E,1,656
9LE7YQ8,0,652
CUEZM6E,0,652
IHAVMNI,0,844
IHAVMNI,1,656
IHAVMNI,2,662
RET3LEI,0,650
YRY9GMT,0,840
YRY9GMT,1,657
YRY9GMT,2,668
I7598LU,0,652
C3IJ1JN,0,654
C3IJ1JN,1,658
X8FDA1Q,0,651
J65JT47,0,842
DIWWSJK,0,764
V9T29G9,0,838
V9T29G9,1,655
V9T29G9,2,659
RXA5UMS,0,840
RXA5UMS,1,845
GY9KJQZ,0,840
GY9KJQZ,1,656
EG5P9FM,0,650
I8X6IMX,0,843
I8X6IMX,1,848
I8X6IMX,2,661
02K1AJK,0,842
JJX63OH,0,841
5S0YRAA,0,841
5S0YRAA,1,655
9CXY86I,0,652
BFNADCZ,0,842
BFNADCZ,1,656
C9P7REC,0,652
9HFQKR1,0,651
HPQ5F41,0,840
HPQ5F41,1,655
VDNYGQJ,0,659
XJR6T1Q,0,651
8N3BWDJ,0,650
C2MFYKJ,0,651
13E45BU,0,652
74VAD5E,0,651
ZLLHMOW,0,843
ZLLHMOW,1,844
ZLLHMOW,2,849
ZLLHMOW,3,853
ZLLHMOW,4,670
ZLLHMOW,5,675
ZLLHMOW,6,677
X1751D5,0,652
KXPI016,0,653
CQSBPXI,0,840
3KDAJSG,0,652
8SN67HC,0,764
59W88SV,0,653
59W88SV,1,656
LR97BBG,0,653
5MIZNYW,0,652
27YQ3YY,0,652
SKP6OPV,0,651
LNJPP23,0,840
LNJPP23,1,656
LNJPP23,2,661
ODI9IUJ,0,840
ODI9IUJ,1,655
ODI9IUJ,2,659
ODI9IUJ,3,665
ODI9IUJ,4,669
4WQ175B,0,841
4WQ175B,1,657
4WQ175B,2,660
GIKOXDB,0,840
JT5I27Z,0,763
ZBGVAET,0,652
GEFNWEQ,0,652
E1OBHF8,0,840
E1OBHF8,1,657
X5JK70W,0,842
X5JK70W,1,656
LPDE69P,0,652
MPTCON5,0,650
VM2AOFE,0,841
VM2AOFE,1,656
DN35ISA,0,839
DN35ISA,1,655
2EX47H1,0,844
XV3Z0J2,0,840
XV3Z0J2,1,654
XV3Z0J2,2,659
AVPNGW1,0,838
0496SH5,0,651
0496SH5,1,656
0496SH5,2,660
SKFM9BK,0,652
CX63AYJ,0,650
QEXEOYE,0,841
QEXEOYE,1,656
QEXEOYE,2,660
ZBOY1IC,0,652
LN1ISZW,0,843
QJUUIRF,0,841
II7YY1M,0,653
SVY2W5T,0,763
5J3LUI8,0,652
5J3LUI8,1,657
5J3LUI8,2,660
DBB8DIY,0,652
3EZS2WP,0,650
0696DO5,0,840
0696DO5,1,655
0TQEWJS,0,842
IIHCU49,0,653
B4WN3K4,0,652
2EOOBWS,0,653
Q67YSW4,0,840
Q67YSW4,1,658
TCV9CCZ,0,652
1KWLIYS,0,652
VFCMNU2,0,651
739QL8U,0,653
O8X0MCL,0,653
O8X0MCL,1,657
JZ489UX,0,653
WETIZ1V,0,652
DTSNCG6,0,840
DTSNCG6,1,656
OH02XHA,0,666
NQJU5X3,0,839
NQJU5X3,1,845
NQJU5X3,2,848
NQJU5X3,3,853
NQJU5X3,4,669
NQJU5X3,5,674
NQJU5X3,6,678
NQJU5X3,7,683
NQJU5X3,8,687
NQJU5X3,9,692
D8XRDR3,0,839
3MM5739,0,842
3MM5739,1,656
3MM5739,2,659
Q7WLJVZ,0,841
Q7WLJVZ,1,657
UWCDWQH,0,840
UWCDWQH,1,845
UWCDWQH,2,661
UWCDWQH,3,665
WKSK25T,0,841
WKSK25T,1,655
0RRI0BR,0,844
0RRI0BR,1,657
D9859KC,0,841
D9859KC,1,656
D9859KC,2,660
QYCZAHC,0,839
QYCZAHC,1,656
IHH1WVA,0,653
LW8TYGX,0,843
LW8TYGX,1,656
AAOBSCM,0,651
AAOBSCM,1,656
AAOBSCM,2,659
QH9DJMA,0,840
QH9DJMA,1,657
QH9DJMA,2,660
DJKLCIB,0,650
0QSE30Q,0,651
OWC0E4V,0,841
0ZAHOIV,0,651
06YYLO3,0,650
FE8PI3K,0,651
N47CBRA,0,650
28CH82R,0,652
SQYF6WT,0,659
SQYF6WT,1,663
L0DWOU4,0,652
L0DWOU4,1,656
84WN7JB,0,840
84WN7JB,1,655
8U61ADB,0,653
M724A8Y,0,843
M724A8Y,1,847
M724A8Y,2,661
WZ90DR5,0,841
WZ90DR5,1,845
WZ90DR5,2,660
WZ90DR5,3,664
9I0K50W,0,840
9I0K50W,1,657
Y81KVPP,0,652
0FM1WZ9,0,651
OQX68UP,0,840
0JKKKP4,0,653
WCY0AVE,0,842
PTUXZOO,0,840
PTUXZOO,1,845
PTUXZOO,2,660
PTUXZOO,3,665
KH4M7GC,0,840
KH4M7GC,1,844
KH4M7GC,2,660
KH4M7GC,3,667
KH4M7GC,4,669
KH4M7GC,5,675
YQ4BHZ1,0,654
0Z3ZQ1I,0,651
PHLUX41,0,840
PHLUX41,1,656
PHLUX41,2,663
HO0D0QB,0,840
HO0D0QB,1,655
MKYEQVM,0,839
6FPB7OZ,0,841
6FPB7OZ,1,846
6FPB7OZ,2,661
6FPB7OZ,3,665
MRF0XAU,0,839
MRF0XAU,1,655
JQCWEMU,0,650
ZXAFFQ8,0,839
A12OWT0,0,653
A12OWT0,1,656
200AO3L,0,765
E1K8PTT,0,842
E1K8PTT,1,656
YD7UEJP,0,842
YD7UEJP,1,656
YD7UEJP,2,661
EK6SYQO,0,653
K6LYJAV,0,652
JSDBELS,0,840
JSDBELS,1,655
I7KUBY2,0,648
I7KUBY2,1,653
33EJW23,0,840
33EJW23,1,845
33EJW23,2,661
33EJW23,3,664
QLY71F9,0,841
QLY71F9,1,655
QLY71F9,2,660
C72836J,0,840
C72836J,1,656
C72836J,2,660
P9AFFO8,0,650
S710N46,0,841
S710N46,1,846
S710N46,2,661
S710N46,3,665
65762LB,0,653
IFMJ8U0,0,652
2TL7AF0,0,652
2TL7AF0,1,656
QHFJ8VG,0,652
XYNV941,0,651
2H03849,0,652
2H03849,1,656
6IRVSK7,0,652
6IRVSK7,1,656
6IRVSK7,2,659
6IRVSK7,3,664
9OKD596,0,653
1QQAEIJ,0,652
1QQAEIJ,1,656
8NROC0G,0,842
8NROC0G,1,844
8NROC0G,2,660
8NROC0G,3,665
24H5M4B,0,652
7AHKOSQ,0,841
LK0S4DE,0,841
LK0S4DE,1,657
KHZGXAD,0,650
F2NGEKZ,0,764
7LX1R0U,0,654
OPU8U39,0,654
N4YJS5C,0,652
T301NLN,0,841
T301NLN,1,655
FFCNO7W,0,841
OF77IR4,0,651
XQJ67V9,0,841
XQJ67V9,1,656
RWQYLGR,0,660
8KV52EL,0,840
8KV52EL,1,655
2V31LIG,0,651
XTGZMQH,0,841
XTGZMQH,1,656
YYY4ZZW,0,839
YYY4ZZW,1,655
L1F957E,0,841
9PO3XJU,0,651
3METQ6H,0,840
3METQ6H,1,655
PB5DQSG,0,841
7LT811R,0,839
7LT811R,1,657
SMOXBX6,0,652
ZYZS8EN,0,840
ZYZS8EN,1,655
ZYZS8EN,2,660
29YVJNO,0,841
29YVJNO,1,847
29YVJNO,2,660
OVX5Y1A,0,841
OVX5Y1A,1,845
OVX5Y1A,2,659
OVX5Y1A,3,664
QYHOUW5,0,652
QYHOUW5,1,656
JPDWNJR,0,839
ORGBL57,0,840
9F7WIE6,0,653
9F7WIE6,1,656
9F7WIE6,2,659
3SI6UR2,0,842
3SI6UR2,1,654
O4QT4K9,0,652
CF7OOH8,0,653
ULCSE91,0,660
G8RB3BJ,0,840
9TE1ETI,0,840
9TE1ETI,1,657
9TE1ETI,2,660
6HB0TQC,0,842
6HB0TQC,1,657
ZQLOIVK,0,651
0S7BSAO,0,840
7I2H6QR,0,840
7I2H6QR,1,657
575H77H,0,841
B9Q64IL,0,840
B9Q64IL,1,845
JRQLO9C,0,651
9U1FNPM,0,651
7J852XT,0,841
7J852XT,1,655
HQPOLLP,0,651
I5A5S4F,0,840
I5A5S4F,1,844
I5A5S4F,2,850
0T8FPG2,0,651
LLVY6PU,0,652
3TG48CA,0,840
3TG48CA,1,844
3TG48CA,2,660
3TG48CA,3,665
3TG48CA,4,670
RQCRZAZ,0,842
RQCRZAZ,1,846
RQCRZAZ,2,662
RQCRZAZ,3,665
RQCRZAZ,4,669
RQCRZAZ,5,674
0QBOXM8,0,652
RJ3O9PP,0,652
KKM3Z6J,0,841
KKM3Z6J,1,656
Y3U8I93,0,652
VHI587G,0,839
KK592HY,0,651
ZKKEA47,0,841
90BH6F9,0,841
90BH6F9,1,656
0GKFPHK,0,652
NOTCJG3,0,652
JWSTRE0,0,651
DSMODUS,0,650
5D672BX,0,651
KCPDT31,0,652
HD8HQNI,0,840
HD8HQNI,1,657
L1UUIO8,0,651
YR2RDH4,0,652
YR2RDH4,1,656
TAJG4MJ,0,840
TAJG4MJ,1,656
P1XNYUR,0,839
7CDUI08,0,839
7CDUI08,1,845
7CDUI08,2,848
7CDUI08,3,665
7CDUI08,4,669
PBIYHE0,0,841
PBIYHE0,1,845
PBIYHE0,2,660
PBIYHE0,3,664
OZAKEI7,0,651
RKCCXSW,0,653
6EH9L77,0,841
6EH9L77,1,656
2JVZ19L,0,840
2JVZ19L,1,845
2JVZ19L,2,660
2JVZ19L,3,666
2JVZ19L,4,670
6DM6AH0,0,840
6DM6AH0,1,655
QD583L5,0,840
QD583L5,1,655
QD583L5,2,662
QD583L5,3,665
VB6NM7U,0,652
083ADXR,0,652
Z9W8DJA,0,842
Z9W8DJA,1,845
Z9W8DJA,2,660
Z9W8DJA,3,664
20W8A4V,0,842
9TR72X0,0,765
NB0NNFU,0,764
CWDL6ST,0,841
KO3VG30,0,839
KO3VG30,1,844
KO3VG30,2,660
JAFHV2M,0,841
MTI699B,0,651
MTI699B,1,656
75K2RF3,0,652
93FZNU3,0,653
93FZNU3,1,657
93FZNU3,2,662
7WKHFAN,0,652
3B098GE,0,652
TAH5PFJ,0,841
TAH5PFJ,1,845
DFBH2H6,0,840
DFBH2H6,1,657
DFBH2H6,2,660
W54JBJR,0,665
HSZ4M2I,0,650
LGGIK62,0,651
WBH93HE,0,840
WBH93HE,1,656
442QBCX,0,652
EE5P0V0,0,653
EE5P0V0,1,655
RRVKGLD,0,480
84IF0E1,0,840
H1C5LNX,0,650
H1C5LNX,1,655
YCGBVTZ,0,840
YCGBVTZ,1,656
YCGBVTZ,2,660
NL8ODVF,0,653
1SFVCC2,0,763
9DDDBA3,0,840
UOPALIS,0,842
MJCXLHQ,0,652
MJCXLHQ,1,656
MJCXLHQ,2,661
3CU8WCX,0,652
ZGT50H7,0,841
I35V9UB,0,649
ESO1QVU,0,651
L766LVD,0,651
2QDL020,0,842
VJ6D92Q,0,650
ZFGGS1I,0,651
0FNTPOL,0,842
0FNTPOL,1,656
XWY70QX,0,651
4YAOL4L,0,653
EAHL4Z1,0,841
EAHL4Z1,1,846
EAHL4Z1,2,661
H13OCWZ,0,840
H13OCWZ,1,655
H13OCWZ,2,660
H13OCWZ,3,665
015LTZX,0,659
015LTZX,1,664
NQES2ME,0,652
MU7WW1R,0,839
MU7WW1R,1,654
2DR6AZH,0,841
2BL1USF,0,841
2BL1USF,1,845
2BL1USF,2,660
2BL1USF,3,664
2BL1USF,4,669
L00FRIV,0,650
78ZS362,0,651
WUH08FH,0,844
WUH08FH,1,846
WUH08FH,2,660
WUH08FH,3,666
OP8CDZS,0,652
OP8CDZS,1,656
3CV26U5,0,652
DGAE6O1,0,653
DGAE6O1,1,656
GDB0RFP,0,652
BWIFCOM,0,841
BWIFCOM,1,655
BWIFCOM,2,659
BWIFCOM,3,664
YLAN7HT,0,844
BJ1GYQY,0,653
BJ1GYQY,1,657
8AQRN2T,0,653
X9IP6E8,0,841
18AV0FP,0,653
FVLN0N2,0,841
6BFP2ZR,0,652
6BFP2ZR,1,656
7IF1AIP,0,839
7IF1AIP,1,656
G80YOJ5,0,840
G80YOJ5,1,655
QJFGAWW,0,650
TMFPUQ9,0,840
TMFPUQ9,1,657
APCZU7H,0,651
HPLUAWY,0,651
KM7N33W,0,651
JTRAFCX,0,841
JTRAFCX,1,845
EX8EU0D,0,652
IYFJCBB,0,651
IYFJCBB,1,654
0AT1YC0,0,765
121DMS2,0,841
121DMS2,1,655
PVDL1FE,0,651
15CXY8G,0,652
IPYW99Q,0,652
IPYW99Q,1,656
VVCAWEP,0,840
W307R24,0,840
W307R24,1,844
W307R24,2,663
W307R24,3,665
HF9CQ4P,0,842
HF9CQ4P,1,656
HF9CQ4P,2,660
5MJKLCV,0,654
JHGWTAY,0,652
JHGWTAY,1,656
764U8Y7,0,651
U68URKP,0,652
PVZ5XMI,0,842
PVZ5XMI,1,656
ULMZD1E,0,651
XONF5H5,0,841
XONF5H5,1,655
N699K0U,0,652
ILITPLC,0,652
USGUNDM,0,839
USGUNDM,1,749
USGUNDM,2,659
USGUNDM,3,664
JDJE8DF,0,653
GTMGO1H,0,765
V8DQZTM,0,653
E4F2Z4B,0,841
E4F2Z4B,1,846
E4F2Z4B,2,660
SG6IU1I,0,652
V8NQDPL,0,841
5WUHF1W,0,651
PEWUEZF,0,651
PEWUEZF,1,656
5YNYS3G,0,651
Y7310WG,0,842
Y7310WG,1,657
Y7310WG,2,660
B7ZJ2JV,0,843
SJUYNPM,0,652
ED6ZT33,0,652
DIYGPZE,0,653
ALCJVAT,0,650
W4G955S,0,652
XNC4DUQ,0,651
FNUWJRL,0,653
AUGCSGD,0,840
AUGCSGD,1,657
7AYJA5B,0,840
7AYJA5B,1,656
5X3Z0W2,0,651
J58HUJG,0,841
J58HUJG,1,656
RA53LD0,0,652
RA53LD0,1,658
8UAC7DK,0,651
6D9JQL5,0,652
PDE3ALI,0,840
PDE3ALI,1,655
4E132P6,0,652
B6GY6K5,0,652
R6YCM6O,0,652
4J69GIO,0,651
Z9E8UXZ,0,840
Z9E8UXZ,1,846
Z9E8UXZ,2,660
Z9E8UXZ,3,664
Z9E8UXZ,4,670
BZRJVP7,0,653
ZODEPBI,0,840
ZODEPBI,1,655
ZODEPBI,2,659
EUAJL84,0,653
GD09TVA,0,840
GD09TVA,1,654
GD09TVA,2,660
DKRV3LL,0,652
DKRV3LL,1,655
1CJYJHS,0,652
KWHQLK9,0,842
ASZ0FW4,0,651
GTZOE8H,0,841
L38MTG5,0,651
O79A6UP,0,652
GJM5Q4U,0,841
0PLMLNH,0,840
0PLMLNH,1,655
0PLMLNH,2,659
LKBD9NX,0,653
2V1ULQW,0,840
2V1ULQW,1,655
2V1ULQW,2,659
358BVB0,0,654
94AB0PN,0,841
OH0XYRV,0,652
V9WI8E3,0,652
FMTJVTC,0,652
FMTJVTC,1,657
FMTJVTC,2,661
LJGFC7X,0,652
623O0D4,0,652
KDBOUEH,0,653
KUR6T6Y,0,840
KUR6T6Y,1,656
VPSTYJ9,0,653
T91MSVL,0,653
T91MSVL,1,657
T91MSVL,2,661
S62L6YG,0,653
S62L6YG,1,657
S62L6YG,2,662
4KW4YUD,0,692
A8VSZ54,0,650
QKXN058,0,653
8FU66W4,0,653
SOA3Z3B,0,652
288YMVM,0,840
MNF6F26,0,653
3AOU6IU,0,840
3AOU6IU,1,656
0Y8A9UT,0,842
V9J9TAI,0,653
6KFDDIK,0,652
HK86LFN,0,840
HK86LFN,1,654
52NMDSZ,0,841
52NMDSZ,1,656
P43OV71,0,651
7N4IZI5,0,840
7N4IZI5,1,655
N656LIA,0,652
4GVWKKS,0,651
LU560EF,0,840
DXYZS4Q,0,652
DXYZS4Q,1,657
L731PD5,0,840
BNZ2BXN,0,840
KFN7CGG,0,652
KFN7CGG,1,655
KFN7CGG,2,660
KNNH93L,0,651
DDQQYR6,0,653
9TS3N17,0,652
9TS3N17,1,656
1B6PKXB,0,651
1B6PKXB,1,655
1B6PKXB,2,660
1B6PKXB,3,665
1FDXCUQ,0,841
1FDXCUQ,1,657
HLUFCJH,0,843
HLUFCJH,1,845
HLUFCJH,2,661
HLUFCJH,3,666
HLUFCJH,4,669
NWF492O,0,653
NWF492O,1,654
HTPCPCQ,0,653
HDRGQE0,0,651
C14DV46,0,841
5XQGMXR,0,650
MDPC45Y,0,653
V3MJLC8,0,840
V3MJLC8,1,657
GHDATIS,0,652
Z1YA4MK,0,839
Z1YA4MK,1,655
Z1YA4MK,2,660
I7KHHW4,0,693
ELZHDC5,0,764
T0LB030,0,652
VOP0FH8,0,843
VOP0FH8,1,657
4VRUP3M,0,840
4VRUP3M,1,656
S36R9QQ,0,654
DCSLTIK,0,841
DCSLTIK,1,655
RO2JORO,0,841
RO2JORO,1,657
IOTSOOV,0,841
IOTSOOV,1,657
IOTSOOV,2,668
P1WVX4T,0,654
P1WVX4T,1,657
UVQLNUL,0,653
6QPSSQH,0,840
6QPSSQH,1,657
NLYEYZB,0,651
MMQLPXX,0,652
CKUU9O6,0,840
92K5DRP,0,843
92K5DRP,1,844
92K5DRP,2,662
YKKR5UH,0,650
M8A59MH,0,653
TBWMZKW,0,652
TBWMZKW,1,658
TBWMZKW,2,660
TBWMZKW,3,665
PLMC7SW,0,840
PLMC7SW,1,844
PLMC7SW,2,659
PLMC7SW,3,665
PLMC7SW,4,668
PLMC7SW,5,673
PLMC7SW,6,678
9O7Y6A1,0,844
9O7Y6A1,1,657
ZLKO70U,0,650
2HND52T,0,654
S6TDRTI,0,651
2I2MM75,0,665
ZYX9NAS,0,839
KJVZVEC,0,651
AKO8CSH,0,841
AKO8CSH,1,656
3BZZJV5,0,841
3BZZJV5,1,846
3BZZJV5,2,661
0W7V1AQ,0,840
0W7V1AQ,1,846
0W7V1AQ,2,851
0W7V1AQ,3,664
4XJSP4R,0,842
R42YNMI,0,652
2HGZK0N,0,840
2HGZK0N,1,845
2HGZK0N,2,660
BR8U3EP,0,840
BR8U3EP,1,658
GKA1RFI,0,653
LYG8QY6,0,651
WMF02LF,0,650
WMF02LF,1,656
EXXLWJF,0,840
EXXLWJF,1,654
0EK3UCJ,0,652
9W0L5B5,0,652
99RNF9B,0,653
0CCBENV,0,659
48SB0MA,0,841
48SB0MA,1,657
48SB0MA,2,659
C7QGGEV,0,840
C7QGGEV,1,658
25Z0U9D,0,654
BWUPWS2,0,840
BWUPWS2,1,844
BWUPWS2,2,659
BWUPWS2,3,663
5TIF0Z1,0,842
5TIF0Z1,1,657
5TIF0Z1,2,660
594EHJY,0,651
6YJ0FCE,0,840
7PRK72V,0,840
7PRK72V,1,656
7PRK72V,2,662
AYC72XD,0,660
AIK5PF5,0,845
R4EMUO1,0,840
CP0GIY7,0,840
CP0GIY7,1,655
CP0GIY7,2,659
CP0GIY7,3,666
R4Q1KO2,0,840
2JJMTDR,0,652
PRSSXM3,0,842
PRSSXM3,1,845
PRSSXM3,2,662
PRSSXM3,3,666
PRSSXM3,4,669
BKFY4AK,0,652
Y0GQ01C,0,652
PLH1G5W,0,841
PLH1G5W,1,656
PB9PDTQ,0,651
PB9PDTQ,1,656
3RA4B8N,0,653
O8XM6PS,0,652
93EU5Y4,0,652
UHVBKHI,0,840
Y8HQKMH,0,652
UUKP8P1,0,842
UUKP8P1,1,657
VL2U7XB,0,841
VL2U7XB,1,656
NFRQHKX,0,651
V4TPX5E,0,841
IMO02Z3,0,843
L6MR0C3,0,843
L6MR0C3,1,658
ZRD4U5O,0,650
NXLHUU0,0,652
2IRU0NE,0,652
EL3YE96,0,840
EL3YE96,1,847
EL3YE96,2,661
H7PP4QR,0,652
801J6CA,0,651
XPJTXYG,0,665
ZGCYYNG,0,841
9L1T707,0,842
9L1T707,1,847
9L1T707,2,851
9L1T707,3,664
9L1T707,4,671
9L1T707,5,674
9L1T707,6,678
T62FD3B,0,840
C3Y0YHS,0,651
3WYBEHV,0,652
3WYBEHV,1,655
3WYBEHV,2,660
3WYBEHV,3,665
WWZYAAI,0,840
9J52M8O,0,651
9J52M8O,1,656
YD1JFEC,0,652
F853FIS,0,652
F853FIS,1,658
F853FIS,2,662
F853FIS,3,672
3J71SF0,0,840
J7569EJ,0,652
KCTN0HO,0,841
KCTN0HO,1,656
0QP0T9O,0,651
49WGZ4C,0,840
49WGZ4C,1,656
