Cid,Locnum,Loctype,Clatitude,Clongitude,Vid
TE8TOX7,2.0,2.0,-0.832543451,0.115755671,154.0
Y8R4ALS,1.0,3.0,-0.585873174,0.73330142,4.0
20VHCJZ,3.0,4.0,-0.902036937,0.077919649,44.0
7X5JP3G,0.0,3.0,0.564763503,0.527222466,115.0
OE41KVL,0.0,2.0,-0.169051539,0.502617366,67.0
OSZZ0KJ,1.0,1.0,-0.593309748,0.76739523,4.0
3NQPYT9,0.0,3.0,0.045846568,0.614168668,547.0
VFNL6MQ,0.0,1.0,-1.033685007,0.098898016,84.0
RGNYGDA,0.0,1.0,2.214218654,0.704882356,243.0
IKL2336,1.0,4.0,-0.072550192,0.577202568,676.0
H4G9HPZ,0.0,3.0,-0.767201251,0.221157992,577.0
D8DQI9Q,2.0,3.0,0.293383356,0.560555366,76.0
D8DQI9Q,3.0,4.0,0.001844232,0.483236818,303.0
26RSPJD,1.0,2.0,-0.639620539,0.758288088,75.0
X86NXC2,0.0,3.0,0.054137776,0.565170076,110.0
RT4EAM8,0.0,3.0,0.218942525,0.586752876,76.0
YMCAATM,2.0,1.0,0.507662701,0.576079742,28.0
EL0PF6S,0.0,2.0,-0.82738114,0.105120449,189.0
RE67Y9H,0.0,2.0,-0.833352976,0.059733967,189.0
ASSDJVR,1.0,3.0,-0.615643119,0.068658681,90.0
3ECD6SG,0.0,1.0,-0.622008691,0.755887601,4.0
DFL6O0X,0.0,2.0,-0.30937236,0.738883006,271.0
WQQ5AIE,1.0,2.0,-0.594886179,0.058939592,90.0
8GWUK2Z,0.0,2.0,-0.482578747,0.042331941,86.0
NBBBA93,0.0,3.0,0.451530637,0.536736547,28.0
NBBBA93,1.0,4.0,-0.415333651,0.134753907,846.0
NBBBA93,3.0,4.0,-0.936593643,0.146402246,83.0
NBBBA93,4.0,2.0,-0.575316567,0.163949217,78.0
BUNV9II,3.0,2.0,-0.066446597,0.622976636,134.0
2GEFPFA,0.0,1.0,-1.009739216,0.080608498,84.0
NWZIHBU,0.0,1.0,-0.554782156,0.034762754,537.0
018GT0H,2.0,4.0,0.332188088,0.543457477,274.0
Z52ACCM,1.0,1.0,-0.647175196,0.755304455,391.0
9IW5G64,0.0,1.0,0.648451606,0.564862896,79.0
UEP68NO,1.0,1.0,-0.592944363,0.084817955,90.0
463IPVQ,1.0,2.0,-0.484127379,0.0624177,86.0
0DT7TCF,0.0,3.0,-0.120982691,0.519789545,43.0
7H5PJJC,1.0,2.0,-0.958646043,-0.067233578,459.0
C3JQQKT,3.0,2.0,-1.282615017,0.119732731,843.0
C3JQQKT,4.0,3.0,-0.519644058,0.745556525,33.0
3JYZWXN,0.0,2.0,-0.062845573,0.509224955,149.0
MZTM9BG,1.0,2.0,0.025463374,0.478262425,303.0
TS5V97J,1.0,4.0,0.053274084,0.62109212,547.0
M15WUR8,3.0,1.0,0.607223462,0.522008227,79.0
XFI38CE,2.0,2.0,-0.578361409,0.184762955,78.0
XFI38CE,3.0,2.0,-1.019238698,0.096880035,84.0
0Z52KAY,1.0,2.0,-0.795355769,0.082256136,225.0
D9GADP0,2.0,1.0,0.55580748,0.525594226,115.0
2LKCTL4,0.0,1.0,-0.052509808,0.632338523,104.0
S23W4HD,1.0,4.0,0.042870031,0.621330086,547.0
DG3YVDK,0.0,4.0,-1.27371176,0.113056587,843.0
NHBZ60D,2.0,1.0,0.00341501,0.482998742,303.0
6TH55KM,0.0,2.0,-0.776817748,0.23236026,577.0
8GCISRP,3.0,2.0,0.00912625,0.546238023,110.0
8GCISRP,4.0,2.0,0.222134644,0.556252234,76.0
8GCISRP,5.0,2.0,-0.095604596,0.571756254,43.0
JXP8Y3E,0.0,3.0,-0.077983514,0.170775896,845.0
UWFBB4I,0.0,1.0,0.232859794,0.586630301,76.0
AEPAHZ7,1.0,2.0,-0.085014767,0.543294343,43.0
LE91B2Q,1.0,2.0,-0.618617115,0.102732455,90.0
1SNP6OE,0.0,2.0,-0.366296091,0.646986867,20.0
W3T15IR,2.0,2.0,0.294884985,0.483760253,856.0
Y60BIVL,3.0,4.0,-0.683846067,0.084388954,81.0
98REM6J,2.0,2.0,-0.643036625,0.195976458,197.0
MDLF1RE,3.0,2.0,-0.054548876,0.649639551,104.0
VWJMLZ8,3.0,3.0,-0.084782167,0.655041487,134.0
L4WDNZ1,0.0,1.0,0.011959171,0.622704494,547.0
L4WDNZ1,2.0,1.0,0.228680912,0.602199311,76.0
QSBN2T0,1.0,2.0,0.283663816,0.542275863,76.0
A0VQT7R,0.0,2.0,-0.617861728,0.754010817,4.0
Y1JESP0,2.0,4.0,-0.596009394,0.751825479,4.0
RJB63AG,2.0,2.0,-0.491257692,0.743378955,13.0
ZSRB1UK,0.0,2.0,1.694574455,0.767182797,192.0
43YLHWB,4.0,2.0,0.461173077,0.531401818,28.0
QGPDXN5,4.0,2.0,-0.01326552,0.536232971,110.0
6O3OINT,0.0,2.0,0.057032168,0.601820601,547.0
555IL1G,0.0,2.0,-0.125136119,0.587857403,43.0
0HFD65E,2.0,1.0,-0.631373298,0.726724917,75.0
EHD7JTW,0.0,2.0,-0.60636598,0.721449409,4.0
T4E21VU,1.0,2.0,-0.063542794,0.651129051,104.0
BKMPQUM,6.0,1.0,-0.744820752,0.225167928,577.0
YLYOPRC,1.0,4.0,-1.176752208,0.103396946,55.0
Q5RI16C,1.0,2.0,0.271092649,0.507763262,856.0
E2XRVBI,0.0,1.0,0.091233348,0.598916653,547.0
E2BAD7Z,3.0,2.0,0.018169618,0.481986404,303.0
E2BAD7Z,5.0,2.0,0.062277306,0.55320537,157.0
UZDB8WJ,2.0,2.0,-0.019769567,0.647686775,104.0
UZDB8WJ,4.0,2.0,-0.427751596,0.738810048,13.0
SRNHE5D,0.0,2.0,-0.085433245,0.543083004,43.0
IXHADGY,1.0,3.0,-1.010266082,0.061742847,84.0
7J06QL0,1.0,1.0,0.588987407,0.527867831,106.0
37SO8LJ,0.0,1.0,-0.147222649,0.540665776,43.0
37SO8LJ,1.0,1.0,0.042348493,0.550577455,110.0
H1A7JW3,1.0,1.0,-0.925670902,0.055810623,44.0
UB9AI1F,0.0,2.0,-0.950666268,0.140492842,83.0
UB9AI1F,1.0,2.0,-0.120040752,0.14706273,845.0
JLJR3W2,2.0,2.0,0.256561364,0.570307645,76.0
RRCJ5Q3,4.0,2.0,-0.717008895,0.212910962,577.0
XL3JSTJ,0.0,2.0,-0.577862681,0.084787476,90.0
Z7HSQU6,0.0,2.0,-0.966661233,-0.073552771,459.0
P5A2EZ1,0.0,2.0,-0.928469248,0.049082854,44.0
AXDR43W,2.0,2.0,-0.84064712,-0.133625277,161.0
W9WR8NM,0.0,1.0,-0.009240992,0.518453811,110.0
ZQO72QN,0.0,1.0,0.556222721,0.532146095,115.0
FOOC9GC,0.0,2.0,-0.717954035,0.044096384,81.0
NX1WX3Y,0.0,3.0,-0.067785207,0.624274196,134.0
GY82K0R,2.0,2.0,-0.619197621,0.164596126,197.0
GY82K0R,3.0,1.0,0.066170363,0.588061133,547.0
JG19S5F,1.0,1.0,0.277083183,0.568361438,76.0
EVQSVK1,0.0,2.0,0.489005771,0.56539,28.0
EVQSVK1,1.0,4.0,-0.118480768,0.605795681,676.0
50K48DC,1.0,2.0,-0.065681728,0.508223698,149.0
E8OPJUX,0.0,1.0,-0.677560793,0.076666936,81.0
M902C0Y,4.0,2.0,-0.129275761,0.596485901,676.0
7VMQBGE,1.0,2.0,-0.050639298,0.58861926,134.0
7VMQBGE,2.0,2.0,0.319305936,0.55217464,274.0
UW0MXH6,1.0,2.0,-0.900956172,-0.111117809,161.0
UW0MXH6,3.0,1.0,-0.507266277,0.698880775,841.0
ATTKRBC,0.0,2.0,-0.895781741,-0.157911293,161.0
VXLWMV9,0.0,1.0,-0.657806975,0.724021129,391.0
OFH6BD0,6.0,1.0,-0.663456174,0.118283746,398.0
R4TW4EP,2.0,2.0,0.024060795,0.549219591,110.0
CWAEI9R,0.0,3.0,0.216738159,0.560045196,76.0
X1K7Y88,1.0,2.0,-0.744854936,0.225191212,577.0
W9ZTRAG,3.0,1.0,0.551102624,0.487299042,578.0
X774ORX,0.0,1.0,-0.081871386,0.530824357,43.0
X1DF55Z,1.0,2.0,-1.58094,-0.034223091,849.0
2N7PSK1,2.0,1.0,-0.380803653,0.680781695,188.0
2N7PSK1,3.0,1.0,0.588951946,0.52436572,106.0
H8QIEF9,1.0,1.0,-0.595661774,0.169120852,197.0
HJGVCSQ,0.0,2.0,0.638887596,0.524911305,79.0
BCUPWKE,0.0,1.0,-0.980677416,0.108573793,84.0
98P9VD1,0.0,2.0,0.019109615,0.455550682,303.0
V1QVEVK,1.0,2.0,-1.617548738,-0.053740238,849.0
R1JGIT3,1.0,2.0,-0.374713419,0.651832421,20.0
85CDOUC,0.0,2.0,0.566323344,0.529285516,115.0
JIRHNAX,0.0,3.0,-0.035417424,0.482636034,303.0
H483KXV,0.0,2.0,-0.807864773,0.148370307,299.0
V6UO01P,1.0,2.0,-0.090034749,0.645518341,134.0
V6UO01P,2.0,1.0,-0.113960872,0.563751521,43.0
Z8YUIYS,2.0,2.0,-0.838479063,0.056052813,189.0
9N0Q0ZR,1.0,2.0,-0.134245435,0.574322668,43.0
22SPVFA,0.0,2.0,-0.607335497,0.755035736,4.0
EW4KTRC,1.0,1.0,-0.546346221,0.072664958,537.0
AVJPCPV,0.0,1.0,-0.161709615,0.480797273,67.0
U097IMQ,5.0,2.0,-0.741731177,0.22958428,577.0
AI5EAW5,0.0,3.0,0.232099241,0.585537299,76.0
F30RUYT,0.0,1.0,-0.91527271,-0.133032633,161.0
MD81O26,0.0,2.0,-0.000372538,0.550258943,110.0
YWUO19K,3.0,2.0,-0.602216734,0.101921409,90.0
YWUO19K,4.0,2.0,-0.930439435,0.079084902,44.0
YWUO19K,5.0,2.0,-1.252470624,0.081578562,843.0
B8J73EG,0.0,1.0,-0.895101563,0.079645554,44.0
R5GKAXL,2.0,2.0,0.622371989,0.528269368,79.0
R5GKAXL,3.0,4.0,-0.445929743,0.734903988,13.0
8WBLFE1,2.0,2.0,-1.076615381,0.057819621,180.0
NPYUC0G,0.0,1.0,0.238934782,0.586519222,76.0
HMLDN0K,2.0,1.0,-0.648286346,0.068681773,145.0
X2805UQ,0.0,1.0,0.511476513,0.560107679,28.0
MLG6MWU,0.0,2.0,0.231251478,0.585803546,76.0
LBJJKVS,2.0,3.0,0.089434788,0.522428518,157.0
6KDJC03,0.0,4.0,0.631405105,0.562404017,79.0
P0JV1AR,1.0,1.0,-0.115622014,0.563023862,43.0
N1WZI78,1.0,2.0,-0.914347454,0.059228962,44.0
FFNF44Q,1.0,2.0,-0.539204011,0.079512973,537.0
6NJR322,0.0,2.0,-1.046823532,0.085928177,84.0
1MYI8B6,0.0,4.0,-0.879768605,0.139018507,154.0
OBRO9RU,0.0,2.0,-0.43684783,0.067758497,846.0
Q8LGEOG,0.0,1.0,-0.63135693,0.759475157,4.0
YUW2ACV,5.0,2.0,-0.766616457,0.221622045,577.0
WLCPLN8,0.0,2.0,0.455464023,0.517678267,28.0
C8NX2ZG,1.0,2.0,0.245628963,0.582497266,76.0
J453MY4,0.0,4.0,0.016329322,0.635713606,547.0
I9YFQK6,0.0,2.0,-0.110959331,0.543552658,43.0
4CB89CT,0.0,2.0,0.002246154,0.483211591,303.0
OR2LAS0,0.0,1.0,0.001695545,0.55152461,110.0
5EP9F62,2.0,1.0,0.633594656,0.527528778,79.0
5EP9F62,6.0,1.0,-0.010126923,0.547197727,110.0
5EP9F62,7.0,1.0,-0.73007475,0.219786951,577.0
5EP9F62,11.0,2.0,-0.747335901,0.061963553,81.0
5EP9F62,12.0,2.0,-0.395670242,0.646358986,20.0
5EP9F62,14.0,1.0,2.114677085,0.746791712,855.0
5EP9F62,15.0,1.0,-0.415012568,0.10192542,846.0
5EP9F62,17.0,1.0,-0.492852997,0.740130385,13.0
5EP9F62,18.0,2.0,0.222842489,0.554292162,76.0
5EP9F62,19.0,1.0,-0.117830963,0.566719476,43.0
BDTC418,0.0,2.0,-0.635442308,0.737498864,75.0
532W2HW,0.0,1.0,0.652814354,0.514866358,79.0
PF0V9LC,0.0,4.0,0.245315976,0.494266571,856.0
WNQBIQ2,0.0,3.0,-1.176547326,0.064047599,55.0
PBZJ59O,0.0,3.0,-0.064180929,0.598225527,134.0
AVSKF9P,0.0,2.0,2.206389478,0.695860293,243.0
AX4GE1Y,0.0,1.0,-0.582571565,0.769521846,4.0
LH7VPI5,1.0,4.0,-1.065475726,0.095693856,180.0
NAQDV49,0.0,2.0,0.238348615,0.599945341,76.0
2C9T9UW,1.0,2.0,-0.977251638,0.079007773,44.0
75Q88S4,0.0,2.0,-0.777957891,0.082395585,225.0
9S7QZQF,1.0,2.0,-0.1063959,0.564261456,43.0
DDYEK4T,0.0,1.0,-0.627189431,0.070760742,90.0
5REBUN9,0.0,1.0,0.013916264,0.484878418,303.0
KFZY7XS,0.0,2.0,0.006393054,0.482728997,303.0
KM5QADD,1.0,1.0,0.2699334,0.496727283,856.0
LDNP94X,2.0,4.0,0.51921739,0.512257992,578.0
765LAHD,5.0,2.0,-0.609916447,0.192441745,197.0
4IZXDH6,0.0,2.0,-0.044900909,0.535324677,149.0
Z9K8QHQ,0.0,1.0,-0.007416736,0.550892367,110.0
5YVU56K,2.0,2.0,-1.029566161,0.100433551,84.0
7O45BKO,1.0,4.0,-0.450837423,0.699129925,176.0
41VSH2Z,2.0,1.0,-0.404644296,0.643254634,20.0
SZ3QOCW,0.0,1.0,-0.153506421,0.49748648,67.0
6M0R8GD,0.0,4.0,-0.652632205,0.756424805,391.0
HDKUEUV,1.0,1.0,-0.671346391,0.162692694,197.0
RY0MUZN,0.0,2.0,-0.594721154,0.169333409,197.0
PXMS4DR,0.0,2.0,-1.179327076,0.102735518,55.0
IJKK0H5,0.0,2.0,-0.198744105,0.463214096,67.0
IJKK0H5,1.0,1.0,-0.634319577,0.693661876,391.0
TVO4V6G,1.0,1.0,-0.110823435,0.51035575,43.0
ECT8K2K,1.0,1.0,-0.150535394,0.17835333,845.0
CQW1K42,1.0,2.0,-0.077743543,0.647295586,134.0
WWJLJYZ,2.0,2.0,0.045663392,0.480087173,303.0
WWJLJYZ,4.0,1.0,0.042501346,0.579932364,110.0
WWJLJYZ,6.0,1.0,0.270649412,0.560308845,76.0
WWJLJYZ,7.0,4.0,0.628424423,0.527707136,79.0
NLO39UJ,0.0,2.0,0.301301923,0.553913409,274.0
X4S6OD7,0.0,1.0,-0.754880954,0.223785392,577.0
IPEL23S,1.0,1.0,-0.954089674,0.058908825,44.0
L8E5PO0,3.0,1.0,-0.105547668,0.563523372,43.0
L8E5PO0,5.0,1.0,0.046510125,0.483662214,303.0
X71552R,3.0,2.0,0.003633636,0.551491844,110.0
P5BYNLH,1.0,2.0,-0.9628611,0.156636151,83.0
TE43YFY,0.0,3.0,-0.01138251,0.597178298,858.0
JXC8BV5,1.0,2.0,-0.69506973,0.039610542,81.0
TH1BXKD,0.0,3.0,-0.092902747,0.51464957,43.0
1MM34KG,6.0,1.0,-0.460068312,0.106106478,148.0
P456GB4,0.0,1.0,2.224113358,0.706592105,243.0
T963Y0S,0.0,4.0,-0.177417795,0.47276139,67.0
691H7G8,0.0,1.0,-0.82836168,0.058210747,189.0
FDAHB3V,0.0,3.0,0.571598298,0.52431128,115.0
AAYB6K2,1.0,1.0,-0.999946154,0.094290909,84.0
B0JTR7Q,0.0,2.0,0.578047677,0.52569387,106.0
O94C3DZ,1.0,2.0,-0.044494873,0.635808583,104.0
5AJO21Z,0.0,2.0,0.00391135,0.499924852,149.0
D85AJFV,0.0,1.0,-0.006322699,0.550727567,110.0
QPYNGJZ,0.0,4.0,0.242524966,0.552182111,76.0
HEHQN0I,3.0,2.0,-1.086476373,0.076089054,180.0
HEHQN0I,4.0,4.0,-0.873768547,-0.064501063,265.0
RHKYI3U,0.0,4.0,-0.965769345,0.095200847,44.0
B28LJKM,4.0,2.0,-0.659871508,0.713795023,391.0
B28LJKM,5.0,4.0,-0.510730694,0.697820629,841.0
49FN8K0,0.0,1.0,0.064985614,0.601304733,547.0
LCVXP16,0.0,2.0,-0.227414109,0.471776897,582.0
VVX4OQ2,2.0,2.0,2.150715723,0.731839921,855.0
UHKP2C0,0.0,1.0,0.056612633,0.522133848,157.0
T0DC0HK,0.0,2.0,0.04359,0.549699568,110.0
1OJ8LI2,2.0,2.0,0.237251789,0.509857493,856.0
1OJ8LI2,3.0,3.0,2.208985888,0.736156391,243.0
DV13FCX,0.0,1.0,0.009038158,0.536372721,110.0
G9VHN59,1.0,1.0,-0.956115147,0.141664577,83.0
B5M4Q0Q,0.0,1.0,-0.445112806,0.667475287,20.0
HXZ5YPW,0.0,1.0,-0.179727975,0.463991633,67.0
7PB158Y,2.0,2.0,-0.017752654,0.478271348,303.0
NPVEGFN,0.0,1.0,-0.840390966,0.057193148,189.0
STQRIXS,0.0,1.0,-0.910028679,0.084954352,44.0
VJMHKPY,3.0,1.0,-0.039838652,0.634863428,104.0
QKI0RS4,2.0,2.0,-0.481200015,0.111241709,148.0
QKI0RS4,3.0,2.0,-1.774701154,0.013963023,196.0
7X34W49,0.0,1.0,-0.655060095,0.127338588,398.0
CDZSXCK,1.0,2.0,-0.628342308,0.754096818,4.0
6AQPBVR,0.0,1.0,-0.585387014,0.087066278,90.0
NBP1R7W,2.0,2.0,0.028511566,0.588443862,110.0
WB7LA7C,3.0,2.0,0.574412932,0.56207133,115.0
KEESCVY,0.0,4.0,-0.797155516,0.082750673,225.0
OJZOVCK,2.0,2.0,0.09579869,0.523464066,157.0
OJZOVCK,3.0,2.0,-0.135811107,0.592147695,676.0
OJZOVCK,5.0,2.0,0.304731154,0.554327709,274.0
V5RJLCU,0.0,2.0,-0.565598778,0.089100346,90.0
7F5IY69,0.0,4.0,0.001948209,0.485606124,303.0
EXI2ANS,0.0,2.0,-0.733430654,0.218867447,577.0
ZKMYJGP,1.0,1.0,-0.495015197,0.061669425,86.0
NBNVEEG,0.0,1.0,-0.154652385,0.157894587,845.0
AM224DF,0.0,2.0,-0.036516447,0.471629833,303.0
AM224DF,1.0,2.0,2.01353035,0.705840781,573.0
2XIJTL9,3.0,2.0,-0.703080818,0.082797152,81.0
9Q2DI8U,0.0,1.0,0.253547548,0.532969362,76.0
VY3U4KR,0.0,1.0,0.021280095,0.443770241,303.0
YH9F4ZX,1.0,2.0,0.603384399,0.555775245,79.0
36IP7KN,0.0,2.0,-0.87554528,0.138184771,154.0
36IP7KN,2.0,3.0,-0.775453784,0.2229437,577.0
36IP7KN,3.0,2.0,-0.462779945,0.11271835,148.0
36IP7KN,4.0,2.0,-1.060705724,0.091535191,180.0
VNFCJZS,2.0,2.0,-0.414333166,0.64498664,20.0
V9QHAL9,0.0,2.0,1.685641376,0.720585311,192.0
PMRJK5K,1.0,2.0,0.505301714,0.554727751,28.0
PMRJK5K,2.0,1.0,-0.17924136,0.482222448,67.0
ZKDG9KF,7.0,4.0,-0.482429556,0.750943644,13.0
1222U1W,1.0,1.0,0.326415385,0.543580909,274.0
1222U1W,2.0,2.0,0.515748077,0.548914773,28.0
1222U1W,3.0,2.0,0.253911538,0.611297727,76.0
BEJPPQU,2.0,4.0,0.027375721,0.490519297,201.0
89TMWPK,1.0,2.0,0.009615385,0.4839125,303.0
74E96JT,0.0,1.0,-1.153775992,0.113836533,55.0
74E96JT,1.0,4.0,-0.633018006,0.086429341,90.0
W9GJNEX,3.0,4.0,-0.428287437,0.701207113,176.0
W9GJNEX,4.0,1.0,-0.405570498,0.632438356,20.0
2PUAAB8,0.0,3.0,-0.077274479,0.530165235,43.0
R5UHHIB,1.0,2.0,-0.001067645,0.489030374,303.0
5UU076D,1.0,2.0,-0.7987588,0.08695097,225.0
AUID084,0.0,2.0,-0.087230494,0.618109687,134.0
H216UHY,0.0,3.0,-0.336838885,0.692847307,271.0
B1FKYDW,0.0,1.0,-0.433251709,0.740654812,13.0
PN2VYOU,0.0,2.0,-0.138782527,0.491993286,67.0
7819RWI,0.0,2.0,-1.568737428,-0.078446279,849.0
HJFTTGW,4.0,1.0,0.605943786,0.527969938,79.0
HJFTTGW,5.0,4.0,-0.515866327,0.74193921,13.0
HJFTTGW,7.0,4.0,-0.344696537,0.726607327,271.0
93K0LVE,0.0,2.0,2.363474762,0.681805293,199.0
R7XBMFV,4.0,2.0,0.091250226,0.510701009,157.0
R7XBMFV,5.0,2.0,-0.049220166,0.645305153,104.0
JU0YAGY,0.0,1.0,-0.188614172,0.492845954,67.0
N2PNGFL,0.0,4.0,0.633792397,0.515016043,79.0
QUIPQKY,0.0,2.0,-0.646151913,0.045331572,575.0
UOY89D3,1.0,1.0,-1.588454455,-0.047557954,849.0
GGM3E4U,0.0,2.0,-0.046762149,0.614225818,104.0
R5TOW1Q,0.0,2.0,-0.552655604,0.069699554,537.0
8KUWUSG,0.0,2.0,-0.654664307,0.129482831,398.0
U0W711V,2.0,2.0,0.473912885,0.591973614,28.0
U0W711V,4.0,4.0,-0.909272314,0.113576997,44.0
SLCD36T,0.0,2.0,-0.468359751,0.077689528,86.0
RDZLNTF,0.0,2.0,-0.74008492,0.074985412,81.0
3WBL5YL,1.0,1.0,-0.658333584,0.125056614,398.0
EHGBF5U,1.0,2.0,-0.013846154,0.52557197,110.0
GJES9OA,0.0,2.0,0.262177928,0.501668669,856.0
GJES9OA,1.0,1.0,0.491258469,0.532235565,28.0
YYFATEX,0.0,1.0,-1.189593753,0.128189732,55.0
YEWZTZV,1.0,2.0,-0.030816897,0.620095816,104.0
55HKP6F,0.0,2.0,-0.84051798,0.15959139,299.0
AFWA71I,0.0,4.0,-0.87689202,0.08632365,154.0
UORMT4T,0.0,1.0,-0.837913063,0.05953585,189.0
7FHP7T4,2.0,2.0,0.071586597,0.558044401,157.0
X73UOZY,1.0,2.0,-0.957001807,0.110679233,44.0
ZGQENGV,1.0,2.0,-0.666469989,0.079049292,195.0
7ONQEXQ,0.0,4.0,-0.039068674,0.522815674,149.0
4KFYDA5,1.0,2.0,-0.116601923,0.612214091,676.0
8GGQ2ZW,2.0,1.0,0.655749745,0.553242138,79.0
8GGQ2ZW,3.0,2.0,-0.428381962,0.644241413,20.0
FRHQ6TC,1.0,3.0,-1.126505769,0.111405227,55.0
N2GXREG,0.0,2.0,-0.874993963,-0.120890868,161.0
E8MD51J,0.0,2.0,-0.766598077,0.223631909,577.0
6IP4MC6,4.0,2.0,-0.501801055,0.698681807,841.0
6IP4MC6,7.0,3.0,0.242583373,0.515855078,856.0
6IP4MC6,8.0,2.0,-0.737890501,0.220258081,577.0
KJQNTZJ,1.0,2.0,0.534295797,0.568400341,578.0
BEFCF03,0.0,1.0,-0.049374213,0.652310622,104.0
YCMWDGE,0.0,1.0,-0.03853067,0.529740968,149.0
5L1O2QS,0.0,1.0,-0.700679036,0.039597351,81.0
G5108U3,2.0,2.0,0.041568796,0.579910162,110.0
G5108U3,3.0,1.0,2.122402506,0.736463287,855.0
FGN5YVB,0.0,1.0,-0.141910074,0.514023471,43.0
I4WLHCD,0.0,4.0,-1.008567793,0.096464991,84.0
28FRGF5,0.0,1.0,-0.743994229,0.068513863,81.0
JT8FQAA,0.0,4.0,-0.022126199,0.484173773,149.0
JT8FQAA,1.0,2.0,-1.593232461,-0.048450633,849.0
I6UJOFP,0.0,2.0,-0.048558392,0.632155471,104.0
VQZ54P2,0.0,2.0,-0.185088245,0.446621541,67.0
MHOSYAZ,2.0,2.0,-0.624079384,0.753549414,4.0
U177KLN,0.0,4.0,-0.083679421,0.538011458,43.0
DPSC3A1,0.0,2.0,-0.033603445,0.499266492,149.0
V8C112S,1.0,4.0,0.654723969,0.523259423,79.0
E12YKBO,0.0,3.0,-0.077810378,0.531474062,43.0
YH4G3N1,1.0,3.0,0.04027902,0.579858861,110.0
YH4G3N1,2.0,3.0,-0.082769495,0.634333241,134.0
9BPZ8HQ,0.0,2.0,-0.376587717,0.645574136,20.0
3ZNJJSQ,1.0,2.0,0.010061154,0.552529727,110.0
JBIQE1V,0.0,2.0,-0.435264544,0.645159612,20.0
770CAKH,0.0,2.0,-0.581737967,0.090707385,90.0
KMMR2SS,0.0,3.0,-0.639707048,0.062835271,145.0
75Y6ZRO,0.0,2.0,-0.475573055,0.079291233,86.0
Z0FM4DR,0.0,4.0,-0.11295642,0.533268063,43.0
Z6NU8X6,0.0,2.0,-0.793062004,0.232294494,577.0
WGDIIU5,1.0,2.0,-0.571752715,0.09223805,90.0
WGDIIU5,2.0,2.0,-0.929312755,0.105122845,44.0
C91CAOJ,2.0,2.0,-1.281788462,0.117941364,843.0
XAKJEHR,0.0,2.0,-0.089752524,0.641114756,134.0
9UWP9RI,2.0,2.0,0.28970152,0.543077176,274.0
SHFDTXJ,3.0,1.0,-0.0898116,0.167514314,845.0
EAUCO1M,2.0,2.0,-0.326751823,0.695502126,271.0
4U4TX6F,2.0,1.0,-0.084772254,0.544960324,43.0
Y2QNLMH,1.0,2.0,0.476321154,0.553766136,28.0
XSZKK1Y,2.0,2.0,-0.09920462,0.54870184,43.0
SUOQPKP,0.0,2.0,2.0072029,0.71701081,573.0
901G7FP,0.0,1.0,-0.582021524,0.747751821,4.0
R0J7TZ4,7.0,4.0,0.037871154,0.483799318,303.0
71Z4KNH,1.0,2.0,-0.052836538,0.631926818,104.0
71Z4KNH,2.0,1.0,0.072253846,0.573062273,157.0
71Z4KNH,3.0,1.0,0.286173077,0.557930909,76.0
ZTFSSLM,1.0,4.0,0.059655739,0.648043749,547.0
G5XN8Q9,0.0,4.0,0.677802444,0.539275254,79.0
6WLE3U4,0.0,2.0,-0.797525,0.092860909,225.0
ARV77LN,0.0,1.0,-0.491763462,0.058419091,86.0
LFMPJ5M,2.0,1.0,-0.430107461,0.74056126,13.0
T10M9RA,1.0,2.0,-0.016272203,0.484937033,149.0
CEWDCTA,0.0,2.0,0.601755846,0.55886826,106.0
49SQWNT,2.0,2.0,0.279216661,0.57115461,76.0
XNGMHDG,0.0,1.0,-0.810075602,0.081594454,225.0
WBU3UNM,0.0,2.0,-0.428057033,0.694890206,176.0
GJK0BGC,0.0,1.0,-0.119579887,0.606468747,676.0
SCGW74Y,0.0,3.0,-0.576887951,0.115855381,90.0
QW8XKYH,1.0,1.0,-0.450824682,0.074383966,148.0
Y5KKD26,0.0,1.0,-0.069551893,0.629144081,134.0
F1Y0PY4,0.0,2.0,-0.768341303,0.221465075,577.0
0RAXVAR,0.0,3.0,-0.017673463,0.566691283,110.0
RQPFZK4,0.0,2.0,-0.015469492,0.487128734,149.0
ADQSNZ8,0.0,4.0,-0.441442648,0.038432228,419.0
UTFCT0A,2.0,2.0,-0.649035331,0.16714945,197.0
UTFCT0A,5.0,2.0,-0.958667638,0.090772028,44.0
SIZ551Y,1.0,2.0,-0.620798394,0.165688786,197.0
5EZ8KBB,0.0,1.0,-0.037893178,0.509813974,149.0
6TGJ4AQ,1.0,2.0,-0.586411765,0.747997793,4.0
SL10YG0,2.0,1.0,0.026365069,0.552719747,110.0
SL10YG0,3.0,1.0,-0.744617719,0.220064543,577.0
SL10YG0,4.0,1.0,-0.355806525,0.72806393,271.0
SL10YG0,5.0,2.0,-0.066006205,0.632484164,104.0
PC8F2X1,2.0,2.0,-1.150353864,0.131950921,55.0
2S1SDBO,2.0,2.0,-0.502453726,0.697782396,841.0
917WVGW,1.0,1.0,-0.476223622,0.747429128,13.0
YSQ6B78,0.0,2.0,0.0114,0.453758636,303.0
57RKCX8,0.0,2.0,-0.719631658,0.066363291,81.0
AE1OJBN,0.0,2.0,-1.288434927,0.05329057,294.0
ADL2P50,1.0,2.0,0.005748077,0.482280909,303.0
CN2XSE0,0.0,2.0,-1.026883605,0.037634699,180.0
